ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
31-192,23/03/23 17:35:32,https://twitter.com/EmilGutierrez26/status/932509064810020865,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EmilGutierrez26,Emil Gutierrez,ang Cute ng Bird ko,Anonymous,07/23,50,6,Santa Rosa Nueva Ecija,"hahaha mukang may pinaghuhugutan ni miss 
@aikarobredo
 tukad ng ginawa ng ina nya... Natulog lang pag gising sya na #fakevp",,"Text, Reply",20/11/2017 07:21:00,,Emotional,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,,
31-193,23/03/23 17:35:32,https://twitter.com/iamdencioperez/status/932608407550402560,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@iamdencioperez,Dencio,Young alpha of the gray breed,Identified,11/23,197,407,National Capital Region,"Careful with your words, girl. ""THIEF IN THE NIGHT"" might shoot your mom directly in her ass. More than one year ago, our votes were stolen. #NeverForget #FakeVP",,"Text, Reply",20/11/2017 13:55:46,,"Emotional, Rational",0,0,1,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,,
31-194,23/02/2023 00:6:00,https://twitter.com/ErsieBlanco/status/1445783712432463872,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@ErsieBlanco,ersieeee.,Proceed,Identified,01/23,19,0,,"Kung talagang hindi kayo mandaraya nong 2016 ms. Leni, bakit hindi mo ulitin ngayong darating na election !? #kayoangNEVERAGAIN #BBMFORPRESIDENT2022 #bbm",,Text,07/10/21 0:11,https://ibb.co/JQWNX0T,Rational,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-195,23/02/2023 00:46:00,https://twitter.com/TheDoctorLuck/status/1449304853407223812,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@TheDoctorLuck,Doctor Luck,MD | Public Health | Vaccine Advocate | Pro-Philippines 🇵🇭,Anonymous,09/23,8058,20100,,"1) Habang tulog ang Pilipinas nung 2016, gising si Leni para mandaraya. 2) I'd rather have a president like PRRD na kahit tulog ay gumagalaw ang kanyang mga departamento. Hindi kailangang gising ang presidente para makapagserbisyo ang gobyerno. Service is 24/7.",,"Text, Quote tweet",16/10/2021 17:22:00,https://ibb.co/JKS7Xnx,Rational,41,4,6,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-196,23/02/2023 00:35:00,https://twitter.com/coolzbit/status/1451702481113653248,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@coolzbit,coolzbit,"✌️👊🇵🇭
#BBM
#SARAALL",Anonymous,04/23,102,1,,ulol talaga to si leni . mananalo ka lang naman leni kapag mandaraya ka ulit.. tulad nong 2016 pag gising namin vp ka na..,,"Text, Reply",23/10/2021 08:10:00,https://ibb.co/7Sf6Gvj,Emotional,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-197,23/02/2023 00:38:00,https://twitter.com/johndanielsants/status/1451760966631190530,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@johndanielsants,John Vester.,"Mahalima, Mahal ka ng lima!♡ || Random Contents.",Anonymous,12/23,403,445,,"leni mo mandadaya , dinaya ang election ng 2016 kaya sya nanalo , kaya hindi narin aq magtataka na manalo ulit si leni si mandaraya sya HAHAHAHAHAHHAHA mauulit lng ang panahon ni cory pag nanalo yan",,"Text, Reply",23/10/2021 12:02:00,https://ibb.co/FmcDcN4,Rational,2,1,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-198,22/02/2023 23:35:00,https://twitter.com/v_llvl/status/1506502884543774726,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@v_llvl,Vil,,Anonymous,05/23,260,89,"Pambansang Punong Rehiyon, Rep","Bakit si leni e mandaraya nung 2016 election. Ni ultimo tuldok binilang as counted para kay fake nanay. Sino ba si Justice Leonen? Apointed ni Noynoy. Sino ba si Justice Caguioa? Apointed ni noynoy. Ayaw sa magnanakaw, pero gusto sa mandaraya!",,Text,23/03/2022 13:27:00,https://ibb.co/nnVKbtG,Rational,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,,
31-199,23/02/2023 00:9:00,https://twitter.com/Joanna41909527/status/1507899934267170819,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@Joanna41909527,Joanna,,Anonymous,05/23,13,1,,bayot k? lakas m pumukol at pmutak pero wlang evidence.. nanay leni mo ang mandaraya... 2016 plng gawain n nya yan...,,"Text, Reply",27/03/2022 09:58:00,https://ibb.co/XX39vjb,Emotional,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-200,23/02/2023 00:59:00,https://twitter.com/BernaMengullo/status/1514408222479695873,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@BernaMengullo,Berna Mengullo,"I am single, and simple woman",Identified,12/23,90,6,,Oo mananalo ang leni mo kung mandaraya ulit kasabwst ang smartmatic at comelec tulad nung 2016,,"Text, Reply",14/04/2022 09:00:00,https://ibb.co/dL4XCWx,Rational,6,2,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-201,23/02/2023 00:55:00,https://twitter.com/eyprilsix/status/1515273363123744768,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@eyprilsix,1989 🇵🇭,"𝙻𝚘𝚠𝚔𝚎𝚢
❤️💚",Anonymous,02/23,880,1211,Republic of the Philippines,Anong ka cheapan to? Yung dirty tactics nyo wg nyo ipasa samin maryosep hahahaha! Yang hail Leni full of disgrace ninyo ang mandaraya since 2016 pa. Ang tanda mo na angat kpa din po? 😂,,"Text, Reply",16/04/2022 18:18:00,https://ibb.co/82sxJ2w,Emotional,6,0,1,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,,
31-202,23/02/2023 00:15:00,https://twitter.com/TabongRosendo/status/1515532263231934468,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@TabongRosendo,Rosendo Tabong,,Anonymous,01/23,207,17,"Moncada, Central Luzon",Baka mandaya Po mga team leni dilawan mahirap na gaya Ng 2016 mandaraya Sila Pinoy Hindi Naman uupo si leni kung Wala Pinoy nakarma mga dilawan,,"Text, Reply",17/04/2022 11:27:00,https://ibb.co/2vTSc7Q,Rational,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No bio,,
31-203,23/02/2023 00:12:00,https://twitter.com/GoldingShimmer/status/1515932867700084736,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@GoldingShimmer,Shimmer Golding,semper fidelis,Anonymous,10/23,102,11,,"Kampo lang Naman ni Leni ulit Ang mandaraya katulad ng 2016 KC kulelat, may frontrunner pa bang kailangan mandaya?",,"Text, Reply",18/04/2022 13:58:00,https://ibb.co/12DrWCT,Rational,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,,
31-204,23/02/2023 01:1:00,https://twitter.com/yamgishi/status/1518205412038033408,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Anonymous,10/23,4996,3022,,Punyeta ka Leni Robredo Lugaw Lutang puppet boba Ikaw ang mandaraya noon pa 2016 ginamit ka lang ni Panot Aquino at ni Drilon para hindi lang maka upo si BBM pero ngayon wala na kayong mga power kahit dayain ninyo si BBM hindi ninyo ma agaw ulit ang panalo niya #BBMSARA2022,,"Text, Reply",24/04/2022 20:29:00,https://ibb.co/BB8qz2H,Emotional,6,0,2,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Inquisitive-Lion,OK
31-205,23/02/2023 00:53:00,https://twitter.com/snipey02/status/1521332330006458369,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@snipey02,snipey,,Anonymous,03/23,4,2,,"Sana maamin nio na sa sarili nio pag nanalo c BBM sa election eh mandaraya tlg sila LENI nung 2016.. At kung hnde nio naman aaminin na nandaya sya, aaminin nio ba na na marami ang bumoto kay leni na lumipat kay MARCOS",,"Text, Reply",03/05/22 11:34,https://ibb.co/M5Mdtn1,Emotional,0,3,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No bio and location,Inquisitive-Lion,OK
31-206,22/02/2023 23:48:00,https://twitter.com/ArthurLongan/status/1524131076960006144,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@ArthurLongan,arthur longan,,Anonymous,12/23,1,8,,"she will be remembered as mandaraya in 2016, a fake VP. People have spoken overwhelmingly with almost 17M more than double the votes of leni. congrats BBM",,"Text, Reply",11/05/22 4:55,https://ibb.co/wzqKvTW,Rational,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Inquisitive-Lion,OK
31-207,23/02/2023 00:42:00,https://twitter.com/AlbertFuntastic/status/1524174012116443136,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@AlbertFuntastic,John😘,Follow you thurst,Anonymous,03/23,1483,248,Republic of the Philippines,Talunan ka nanga nagiging BoBo kapa kapa hahaha basta kame Masaya na sa Resulta kung di pa mandaya si Leni baka mas Mataas pa sa 31 Million ang vote ni BBM Leni Mandaraya since 2016 hahaha,,"Text, Reply",11/05/22 7:46,https://ibb.co/GPL6Kkf,Emotional,0,1,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Inquisitive-Lion,OK
31-208,23/02/2023 00:18:00,https://twitter.com/LanceDaniel27/status/1524906242300432399,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@LanceDaniel27,Lance Daniel Santiago,Silent,Identified,03/23,4,1,,Tanga..bobo mo mama Leni niu mandaraya way back kayo election 2016 mga bulag bulagan sa katotohanan..alam niu naman ung totoo,,"Text, Reply",13/05/2022 08:57:00,https://ibb.co/qyB78ts,Emotional,1,1,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Inquisitive-Lion,OK
31-209,22/02/2023 23:51:00,https://twitter.com/mrearlatillo27/status/1525469450040131585,31,"Marinas, Gabriel Kenneth",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@mrearlatillo27,Earl Atillo,Champs,Anonymous,05/23,36,4,Block 8 Lot 9 Bo Makiling,may comparison kapang nalalaman. dapat lang ipaglaban mandaraya yan si leni nung 2016 dikit ba nmn ang laban nagtimpla lang ng kape lumamang na sa muslim remote area hahah lams na. eto malaki agwat landslide. milyon kayang dayain? hahha gudluk. may NGO pang nalalaman NPA kamo,,"Text, Reply",14/05/2022 21:33:00,https://ibb.co/zGVf4kz,Rational,7,1,2,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Inquisitive-Lion,Mislabeled
34-210,27/03/2023 21:00:30,https://twitter.com/AndresRizal68/status/1460608070111744003,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@AndresRizal68,Andres Rizal,Math enthusiast. Patriot. Strategist. Sic Parvis Magna,Anonymous,10/21,568,558,Unspecified,"Bakit Hindi si Leni:
1. Mahina sa kominikasyon.
2. Walang experience sa Governance. 
3. Kaalyado sa mga legal fronts ng komunista.
4. Gustong ipatanggal ang NTF-ELCAC.
5. Gustong itigil ang Laban sa Droga.
6. Maraming nakapalibot na Dilaw.
7. Palaging kontra sa gobyerno.","Why Not Leni:
1. Poor communication.
2. No experience in Governance.
3. Allied with communist legal fronts.
4. Want to abolish NTF-ELCAC.
5. Want to stop the War on Drugs.
6. Lots of surrounding Yellow.
7. Always against the government.           ",Text,16/11/21 21:57,https://drive.google.com/file/d/1r2X0gSOfmFyJZ2ppUWdpGVeILcjM-nId/view?usp=share_link,Rational,721,49,281,36,,UNPROVEN,Claims with no evidence,,Inquisitive-Lion,OK
34-211,27/03/2023 21:19:20,https://twitter.com/LinglingAbe/status/1506954862608584707,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@LinglingAbe,Lingling Abe #SalamatYORME,Certified Die Hard Isko Moreno supporter.,Anonymous,12/21,83,155,Unspecified,So it means leni-komunista good luck Philippines. Another basahan #SwitchToIsko,,"Text, Reply (Quote Tweet)",24/03/22 19:23,https://drive.google.com/file/d/1XI-q575MjaYfZ_QzfjNwxCZyitRkNugh/view?usp=share_link,Rational,0,0,0,0,,UNPROVEN,"Claims grounded on baseless claims by Jancinto Paras, former President Duterte's political adviser",Tweet is a quote tweet,Inquisitive-Lion,OK
34-212,27/03/2023 21:28:55,https://twitter.com/dozZ3h_Vbril/status/1503491846038691844,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@dozZ3h_Vbril,"
t ❤_💚 k! rO ツ",❤💚✌👊,Anonymous,09/15,2146,3124,Unspecified,"Bukod tanging Presidentiable na i-ne-Endorse ng NPA Partylist tapos sasabihin mong wala kang ugnayan sa kanila?Yung Senatorial Lineup mo halos kasapi ng NPA 😂😂😂 si Ate Shawie nmn bumuka ang bunganga sabay kabig 🤣🤣🤣

wag mong gawin bobbooo ang Tao,VP Leni 😂😂😂","Besides, it is only Presidentable to be endorsed by the NPA Partylist and then you say you have no relationship with them? Your Senatorial Lineup is almost a member of the NPA 😂😂😂 Ate Shawie opened her mouth at the same time 🤣🤣🤣

don't make people goof, VP Leni 😂😂😂",Text,15/03/22 6:02,https://drive.google.com/file/d/17fCVqRFmDNhAiBjPRTmzA1TOMhd6rRfR/view?usp=share_link,Emotional,51,2,8,0,,MISLEADING,Claims with no evidence. ,,Inquisitive-Lion,OK
34-213,27/03/2023 22:03:52,https://twitter.com/bheoney/status/1488167236162682883,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@bheoney,#realtalk (Arnie G. Inocencio),Engineer Academician Administrator,Identified,06/10,12,34,"Pasig CIty, NCR, Philippines",Leni is supported by the #Makabayanblock. Colmenares is chiding BBM. He is trying to put BBM to shame by implying BBM on death threat thru TikTok....komunistang komunista ang da moves.. hehehe,,"Text, Reply (comment)",31/01/22 23:08,https://drive.google.com/file/d/10rpgW4Vd6ye9s51zaAKbcGvkM8EOUtRA/view?usp=share_link,Rational,0,0,0,0,,MISLEADING,Claims are based on truth but misinterpreted to fit intended narrative,Tweet is part of a thread,Inquisitive-Lion,OK
34-214,27/03/2023 23:02:20,https://twitter.com/Mel_Chor2021/status/1503736682092589057,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@Mel_Chor2021,Mel Chor,"Some people are like nails, they need to be hit in the head a couple of times to be useful.",Identified,02/21,305,1393,Unspecified,"Unless and until the dimwit condemns the CPP-NPA-NDF and the criminal acts they have committed all these years, she is a communist terrorist sympathizer and enabler.

#Leni_Komunista
#LeniN_Robredo",,"Text, Image",15/03/22 22:15,https://drive.google.com/file/d/1YgPbY1b1emeSAXhh_30PboalL-a8qZU3/view?usp=share_link,Rational,6,0,4,1,,MISLEADING,"Uses the ""True until proven False"" narrative along with derogatory remarks. ","Tweet includes an image with a quote from Lorraine Badoy (March 14, 2022)",Inquisitive-Lion,OK
34-215,27/03/2023 23:12:13,https://twitter.com/bellsoffreedom8/status/1632626349763592193,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@bellsoffreedom8,Lahi ng Bayani,"✌👊
❤💚",Anonymous,09/21,163,50,Unspecified,Nakita o narinig? Di bale. Hindi mo talaga maririnig ang Atty. Leni mo na magsalita ng ganoon dahil mahinang klase yun...lutang eka nga! Tandaan mo...hindi binibeybe ang mga komunista at mga galamay nito...dapat pinipisak!,Seen or heard? Nevermind. You will not really hear the Atty. Don't talk like that because it's a weak class...it's a float! Remember...communists and their tentacles are not babysat...must be smashed!,Text,06/03/23 14:17,https://drive.google.com/file/d/1949YeqFbPwU6XKOsi_BMGMXT2_Hjm209/view?usp=share_link,Emotional,0,2,0,0,64,FAKE,Claims with no evidence along with derogatory remarks,Tweet is part of a thread ,Inquisitive-Lion,OK
34-216,27/03/2023 23:20:40,https://twitter.com/sa4ubbm7/status/1453674269032914949,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@sa4ubbm7,"
𝓐𝓲𝓵𝓮𝓷𝓮 ❤️💚",forever #UNITEAM supporter ✌️👊,Identified,04/16,3164,3965,"Bataan, Philippines","let’s clear the searches 

Leni NPA
Leni oligarchs 
Leni vote buying 
Leni komunista 
Leni lutang 

#DisqualifyLeni",,"Text, Video",28/11/2021 18:45,https://drive.google.com/file/d/1ClmJ264r_dzR8gdiE_sMZET3488Fiy3P/view?usp=share_link,Rational,3,1,1,0,49,NEEDS CONTEXT,Takes in claims as fact without proven basis,Tweet is part of a thread,Inquisitive-Lion,OK
34-217,27/03/2023 23:29:40,https://twitter.com/anjaxu_/status/1522761003561148421,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni komunista,@anjaxu_,Shoti,None,Anonymous,01/20,36,0,Unspecified,"We ridiculed her, NOT her motherhood. Its really absurd how you kakampwets still supports your SAINT kahit komunista sya no with all her other issues. Iba talaga kapag Aquino apologist, LP fanatics and Leni devotees. Woke daw pero bulag na bulag.",,"Text, Reply (comment)",07/05/22 10:11,https://drive.google.com/file/d/1LJp1SSMtAVE0BO_UVSsx_81-Yf3sAgPK/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,Claims with no evidence along with derogatory remarks,Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-218,27/03/2023 23:54:31,https://twitter.com/ShameOnYouPpl/status/1460256341692334080,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni Terorista,@ShameOnYouPpl,D. 👨‍⚕🏥💊,😁✌,Anonymous,08/20,3992,7486,K2-315b (Not defined),So #BakitSiLeni ang di karapat dpat? Sa kdahilanang wla syang long term plan pra sa ating bayan unlike BBM na meron agad maishare sa taumbayan. Ano pa? Dhil si Leni ay kakampi ng mga terorista ng ating bansa at mabilis mauto. Ni simpleng sagot di nya nga magawa eh. Daming paikot2,So #BakitSiLeni is not worthy? For the reason that it does not have a long term plan for our town unlike BBM which has something to share with the people immediately. What else? Because Leni is an ally of the terrorists of our country and is quick to attack. He can't even give a simple answer. Lots of rotation2,Text,15/11/21 22:40,https://drive.google.com/file/d/147pMSRPJePJwGLxo1_6h9711DgXXoxx-/view?usp=share_link,Rational,16,1,4,0,,UNPROVEN,Claims with no supporting evidence. Claim is given when counter evidence is not yet available.,,Inquisitive-Lion,OK
34-219,28/03/2023 19:34:27,https://twitter.com/BBMLoyalist/status/1637384436860985344,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni Puppet,@BBMLoyalist,Dave,None,Anonymous,09/21,33,8,Unspecified,"Ano ang tama kay LENI?Is it right to be a Pinklawan which we know a puppet of the Oligarchs & CPP-NPA?We never achieved good governance during the reign of the late Cory,the late Ramos & the late P-NOY,a DilawPinks Presidents that were puppets of the Oligarchs & CPP-NPA",,"Text, Reply (comment)",19/03/23 17:24,https://drive.google.com/file/d/1-Z2zA5i0PZzOwfPcHnoShqlr3X_mvWPu/view?usp=share_link,Rational,0,0,0,0,14,NEEDS CONTEXT,"Claims need more context, especially when defining good governance and the categorization of Ramos as a ""DilawPink"" president",Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-220,28/03/2023 19:45:31,https://twitter.com/XenjuC/status/1638478391543472131,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,Leni Puppet,@XenjuC,Xenju CiCero Corrozo,"Realist
Fenerbahce Opet
Arina-Melissa-Ana",Anonymous,02/18,1508,223,"Cerro Torre, Patagonia","Don't Push it! 

Kahit ano pa sabihing niyo, Leni is not the answer! 

Ano ba? 
Ano ba Nakita nyo Kay Leni? 
ASTA na kayong Kulto...
The very reason kaya siya tako dahil pinipilit niyo na magaling Siya eh Wala Naman tlaga siyang maipakitang proof na mgaling  Siya .  Puppet!","Don't Push it!

No matter what you say, Leni is not the answer!

What?
What did you see in Leni?
ASTA you Cult...
The very reason why he's so stupid is because you insist that he's good, but he can't really show proof that he's good. Puppet!","Text, Reply (comment)",22/03/23 17:51,https://drive.google.com/file/d/15DQA84xxwkJ3YWXzwicuxcYRZdvj7kn2/view?usp=share_link,Emotional,0,0,0,0,54,NEEDS CONTEXT,Claims need more context,Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-221,28/03/2023 19:45:32,https://twitter.com/tyu_red/status/1503730493602217985,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@tyu_red,#mikerowe#rodgercorser#chrisvance#EmmanuelMacron,Ravaging TWITTER  twitter Twitter  since 2011.  My 9th account FYI  😆😅😄🤣😃😄😅😆,Anonymous,08/19,639,113,Unspecified,Deadma mga pink tamud when their TANGANG nanay is being accused of Terrorists supporters.  Yan kasi gusto nila  magulong bansa walang unity.  Terrorists and drug addicts high crime rates.  Kaya #lenitangasalahat #leniNPA,,"Text, Reply (comment)",15/03/22 21:51,https://drive.google.com/file/d/1tfdhma1vj5S02q36SgSyBwCRSq9rgLNC/view?usp=share_link,Emotional,3,0,1,0,,UNPROVEN,Claims with no evidence with derogatory remarks,Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-222,28/03/2023 21:20:37,https://twitter.com/Maripos19656429/status/1572523962609078279,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@Maripos19656429,Mariposa,Smile,Anonymous,10/21,219,246,Unspecified,"Martial Law saved us from communist!
No to Leni npa KUMUNISTA at AKTIVISTA 😡",,"Text, Image",21/09/22 17:51,https://drive.google.com/file/d/1j6i-HOqUwhz39NBWusAIEP2I-NzLFSZO/view?usp=share_link,Rational,52,1,18,3,,UNPROVEN,Claims with no evidence,,Inquisitive-Lion,OK
34-223,28/03/2023 21:30:07,https://twitter.com/onofight/status/1502794215834759173,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@onofight,𝕕_ŕεαl_ΩᎶ,"ℙ𝕖𝕣𝕤𝕠𝕟𝕒𝕝 𝕊𝕪𝕤𝕥𝕖𝕞 ℂ𝕠𝕞𝕡𝕖𝕥𝕚𝕥𝕚𝕧𝕖 𝔸𝕟𝕒𝕝𝕪𝕤𝕥
Reviews Laptops, Tablets, PCs
One lost soul sitting in a bowl",Identified,11/21,1869,1818,Unspecified,"NO to Leni - NPA Collaboration
#notocppnpandf 
#NoToLeniNPACollab",,"Text, Image (through Quote Tweet)",13/03/22 7:50,https://drive.google.com/file/d/1wKRowdTbZ7viJc87GsqoD6UfrtHqeEjh/view?usp=share_link,Rational,5,0,1,0,,NEEDS CONTEXT,"Claims with no evidence, lacks context and unproven allegations",Tweet is a quote tweet with the quoted tweet having an image,Inquisitive-Lion,OK
